,Open,High,Low,Close,Volume,RSI,MFI,EMA,SO,CloseNext
2427,1972,1981.099976,1958.650024,1964.050049,12822945,43.93192125,54.41937492,1965.606983,24.05361384,1946.75
2428,1969,1969,1940,1946.75,8521388,43.915828,56.9372508,1963.092719,23.27586263,1958.199951
2429,1940.599976,1965,1940.599976,1958.199951,8418767,42.88108765,54.23913801,1962.44035,72.13097811,1993.75
2430,1961.150024,2014.25,1950,1993.75,20030506,42.93860484,53.82787588,1966.61497,68.09338331,2026.949951
2431,2009.949951,2033.800049,1999.25,2026.949951,13464375,41.48141728,60.65683782,1974.659634,80.17340899,2007
2432,2021.599976,2028.5,2001,2007,7414229,40.51045647,62.28290464,1978.971683,21.81818187,2005.800049
2433,2013,2038,1974.25,2005.800049,12434745,56.85125064,66.72293505,1982.548798,49.490273,1991.300049
2434,2007.949951,2015,1986.349976,1991.300049,7989830,51.94570625,59.63998323,1983.715632,17.27772802,1974.349976
2435,1989.699951,1989.699951,1961.099976,1974.349976,8561406,52.25677793,53.1843608,1982.466878,46.32871151,1976.550049
2436,1988,1994.949951,1965.699951,1976.550049,8565904,49.56131713,51.33331542,1981.677967,37.09435165,1985.599976
2437,1984.5,2005,1977.150024,1985.599976,9346460,50.42118276,58.02269436,1982.200902,30.3409636,1991.550049
2438,1980.099976,2004.900024,1965,1991.550049,8522215,51.13216664,63.12573002,1983.447454,66.54143333,1939.699951
2439,2010,2022,1855.25,1939.699951,20368544,39.62683877,52.96860658,1977.614454,50.64464808,1936.699951
2440,1949,1958.900024,1888.449951,1936.699951,12986606,45.29707144,45.77533828,1972.159187,68.4882164,1943.849976
2441,1930,1951.449951,1920.650024,1943.849976,8999898,45.59527733,44.40109236,1968.384625,75.3246963,1994.150024
2442,1947,1998.800049,1945.900024,1994.150024,9588577,51.94275045,50.19515064,1971.820012,91.20978713,2003.300049
2443,2006.699951,2018,1995.300049,2003.300049,7947719,51.56911344,50.11202136,1976.01735,35.24236679,1990.050049
2444,2009,2012.300049,1982.550049,1990.050049,8589407,49.22171895,40.18603207,1977.888377,25.21008551,1995.5
2445,1995.25,2007.199951,1975.550049,1995.5,10173132,42.51014005,31.45148772,1980.236593,63.03321719,1985.300049
2446,1993.5,2011.900024,1978.599976,1985.300049,8667516,44.58043706,31.18966557,1980.911721,20.12031078,1987.5
2447,1988,1997,1982,1987.5,4622002,38.45937442,33.03584004,1981.790158,36.66666746,1990.849976
2448,1995.099976,1998.900024,1968,1990.849976,11312992,35.60561623,32.24738746,1982.998134,73.94808531,1966.099976
2449,1969,1983.599976,1956,1966.099976,11132803,33.82211373,31.66587342,1980.745046,36.59414649,1914.25
2450,1965.900024,1966,1905.150024,1914.25,21414270,30.95608638,23.49916074,1971.87904,14.95477259,1911.150024
2451,1920.5,1945,1905.150024,1911.150024,14918406,34.58912521,16.78320797,1963.781838,15.05647153,1933.699951
2452,1918,1938.400024,1912.099976,1933.699951,12709792,38.79525091,24.0531339,1959.770919,82.12903142,1897.25
2453,1938.800049,1938.800049,1892.5,1897.25,15371556,41.25643793,24.84143674,1951.434797,10.2591686,1957.050049
2454,1903,1960,1899.900024,1957.050049,18996048,46.21721089,35.39479573,1952.183497,95.09159327,1938.800049
2455,1963.550049,1974.949951,1918.449951,1938.800049,12284876,49.18719937,36.66347606,1950.399037,36.0178709,1960.599976
2456,1945,1966.900024,1939.050049,1960.599976,9946818,44.05456504,36.75408511,1951.759162,77.37861872,1937.449951
2457,1960.599976,1973.800049,1920.050049,1937.449951,9503790,45.89474816,31.65245925,1949.851268,32.37191141,1983.949951
2458,1949.099976,1997,1923.349976,1983.949951,16198856,49.07405829,39.53049874,1954.397759,82.28099942,2016.400024
2459,1994.650024,2031,1994.650024,2016.400024,14771048,52.932104,46.85705677,1962.664728,59.83498096,2054.699951
2460,2021.400024,2058,2001.400024,2054.699951,14271669,51.93165064,53.27781097,1974.936091,94.16952133,2099.399902
2461,2082,2120,2075,2099.399902,18038988,56.19199472,58.98887283,1991.531266,54.22200561,2049.600098
2462,2111,2115.350098,2035.150024,2049.600098,14090818,56.20447498,58.01246329,1999.273777,18.01753193,1941
2463,2034.949951,2034.949951,1932,1941,25016570,47.74807196,54.31742205,1991.50394,8.742111921,1895
2464,1925,1925,1888,1895,19553808,48.25460058,54.84007184,1978.636748,18.91891956,1876.550049
2465,1880.150024,1923.300049,1870,1876.550049,15722291,46.94777744,54.70314892,1965.025188,12.28901073,1841.949951
2466,1894.300049,1913.099976,1830,1841.949951,20173258,49.19953332,47.50168476,1948.615156,14.38021064,1895.300049
2467,1859.400024,1905,1848,1895.300049,15774504,49.83634484,54.21767689,1941.506475,82.98254013,1925.800049
2468,1914.25,1940,1854.949951,1925.800049,19138414,47.24159214,54.18249731,1939.412285,83.30400586,1930.650024
2469,1928.300049,1952,1900,1930.650024,13984228,42.13687106,54.50064905,1938.243984,58.94235373,1924.300049
2470,1924,1940,1905,1924.300049,11826848,46.62389059,49.7347951,1936.384792,55.1429987,1923.75
2471,1930.050049,1944.650024,1920,1923.75,9344470,48.66990765,53.83275985,1934.700153,15.2129665,1951.449951
2472,1933.050049,1969,1929.050049,1951.449951,9776136,46.72511052,52.46448116,1936.93346,56.06991053,1956.150024
2473,1961.949951,1989.599976,1952.300049,1956.150024,9047308,43.56921696,51.11246082,1939.495668,10.32167077,1974.300049
2474,1953.75,1984.75,1927.300049,1974.300049,9799560,41.03280241,45.25741666,1944.136252,81.81033731,2055.699951
2475,1980,2064.199951,1972.25,2055.699951,19631870,45.49485039,45.52514949,1959.011412,90.75583816,2041.599976
2476,2055.5,2078,2015.400024,2041.599976,14074374,49.10971299,52.54194464,1970.023221,41.85297489,2032.599976
2477,2048.050049,2061.300049,2025,2032.599976,7287590,63.096934,57.32389128,1978.366788,20.93654424,2059.5
2478,2039.75,2079.399902,2035,2059.5,9886093,69.09335352,65.63379637,1989.18455,55.18029928,2083.25
2479,2060,2095.949951,2050.600098,2083.25,10957388,69.99842397,73.34828269,2001.72661,71.99561,2067.699951
2480,2085,2108.399902,2059.100098,2067.699951,8605531,76.79242091,83.00860171,2010.523055,17.44399071,2080.300049
2481,2057,2104.949951,2053.300049,2080.300049,10800704,73.76654123,82.63272709,2019.826654,52.27502584,2008.099976
2482,2080,2089.899902,1994.949951,2008.099976,10985697,56.0285479,74.7192959,2018.263097,13.84942681,2023.449951
2483,2048,2052.899902,2013.599976,2023.449951,11834752,57.28470347,66.73422633,2018.954678,25.06359816,2061
2484,2030,2065.25,2026.150024,2061,4987735,55.30290621,72.97717387,2024.560721,89.13042545,2144.350098
2485,2076,2152,2073,2144.350098,16085897,54.46328817,74.3657618,2040.532638,90.31658173,2085.800049
2486,2117,2133.899902,2070.699951,2085.800049,17297576,49.90388728,64.73967822,2046.568292,23.89257848,2101.699951
2487,2110.199951,2112,2062.5,2101.699951,8159670,50.80902481,59.49407973,2053.91918,79.19182181,2106
2488,2122,2130,2089.100098,2106,7915073,49.68481537,65.04758557,2060.86329,41.32015407,2202.100098
2489,2121.050049,2219.899902,2107.199951,2202.100098,14733134,50.87640317,64.19518713,2079.694864,84.20602083,2175.850098
2490,2180,2189.949951,2157.699951,2175.850098,9892597,49.14486653,56.48172404,2092.515562,56.27952218,2178.699951
2491,2156,2211.949951,2153.050049,2178.699951,11773630,42.48523752,62.53258229,2104.006814,43.5482949,2191.100098
