Date,High,Low,Open,Close,Volume,Adj Close
2011-01-03,528.2427978515625,521.3580322265625,527.4998168945312,522.8439331054688,4804792.0,480.0885925292969
2011-01-04,534.8798828125,523.6859741210938,525.0233154296875,533.4930419921875,10163093.0,489.8669128417969
2011-01-05,539.8824462890625,529.9763793945312,534.9293823242188,532.84912109375,11972802.0,489.2756652832031
2011-01-06,540.5758666992188,532.22998046875,533.9387817382812,537.703125,10043704.0,493.7326354980469
2011-01-07,538.7680053710938,524.03271484375,535.5733032226562,527.6979370117188,8249359.0,484.545654296875
2011-01-10,530.19921875,505.80548095703125,527.6979370117188,511.8729553222656,8527785.0,470.0147705078125
2011-01-11,519.4263305664062,494.611572265625,515.1171875,502.1154479980469,9759380.0,461.0552062988281
2011-01-12,512.962646484375,496.7909240722656,505.5330505371094,510.5603942871094,10704489.0,468.8095703125
2011-01-13,514.6961669921875,500.8028869628906,510.1641540527344,502.9079284667969,11231253.0,461.7828674316406
2011-01-14,510.0650939941406,494.31439208984375,502.2640380859375,496.0479736328125,8820096.0,455.48388671875
2011-01-17,499.2674560546875,491.3673400878906,496.7909240722656,494.2648620605469,6482466.0,453.8465881347656
2011-01-18,499.2674560546875,490.3519592285156,497.7072448730469,492.7541809082031,6863207.0,452.4594421386719
2011-01-19,497.7815246582031,482.92236328125,495.10687255859375,485.47320556640625,10841350.0,445.7738342285156
2011-01-20,484.2101745605469,472.79339599609375,484.2101745605469,480.3715515136719,19079928.0,441.08935546875
2011-01-21,491.5902099609375,481.9317626953125,482.92236328125,488.7669677734375,9012481.0,448.79827880859375
2011-01-24,493.2742614746094,477.5235595703125,492.8780212402344,481.23834228515625,10265008.0,441.88531494140625
2011-01-25,487.8506774902344,473.6354064941406,483.9625244140625,474.7498474121094,9380240.0,435.9273986816406
2011-01-27,479.1580505371094,465.5867004394531,478.4646301269531,466.9240417480469,12970523.0,428.7415466308594
2011-01-28,468.5090026855469,446.7651062011719,468.063232421875,452.2134704589844,15624401.0,415.2339172363281
2011-01-31,460.0640563964844,447.3099365234375,450.157958984375,455.3338928222656,11690921.0,418.0992126464844
2011-02-01,459.49444580078125,440.103271484375,458.2066650390625,443.5456237792969,17490324.0,407.27490234375
2011-02-02,459.593505859375,449.3902282714844,450.7275390625,456.3244934082031,13136923.0,419.0088195800781
2011-02-03,469.3014831542969,453.2040710449219,459.6430358886719,467.5184020996094,7867523.0,429.2872619628906
2011-02-04,469.251953125,452.2877502441406,469.251953125,455.68060302734375,9560127.0,418.41754150390625
2011-02-07,464.9923400878906,452.9068908691406,458.50384521484375,460.1631164550781,6731599.0,422.53350830078125
2011-02-08,463.4568786621094,451.3466796875,463.4568786621094,453.3279113769531,9084777.0,416.2572326660156
2011-02-09,464.1998596191406,447.5823669433594,449.93505859375,452.85736083984375,17642226.0,415.82513427734375
2011-02-10,456.07684326171875,438.39447021484375,451.9658203125,445.60113525390625,13082506.0,409.1623229980469
2011-02-11,453.2040710449219,439.8556213378906,445.7497253417969,450.7027893066406,9235695.0,413.84674072265625
2011-02-14,454.8138122558594,442.8522033691406,448.7958679199219,453.1050109863281,13912350.0,416.052490234375
2011-02-15,467.96417236328125,451.3714599609375,452.9068908691406,466.4287109375,12583448.0,428.2867126464844
2011-02-16,470.9360046386719,464.6456298828125,464.74468994140625,467.6422119140625,5095674.0,429.4009704589844
2011-02-17,473.2391662597656,463.72930908203125,469.474853515625,472.4962158203125,6503194.0,433.8580627441406
2011-02-18,476.9787292480469,461.624267578125,473.5363464355469,463.3825988769531,7267671.0,425.48968505859375
2011-02-21,475.9385681152344,462.71392822265625,463.6549987792969,473.6849365234375,11828176.0,434.9495849609375
2011-02-22,499.96087646484375,485.0274353027344,491.3425598144531,487.8011474609375,41037923.0,447.91143798828125
2011-02-23,496.4442138671875,487.87542724609375,488.56884765625,493.1504211425781,14391641.0,452.8232727050781
2011-02-24,494.611572265625,474.675537109375,493.32379150390625,477.5730895996094,15185029.0,438.519775390625
2011-02-25,486.5133361816406,472.79339599609375,485.74560546875,478.5884704589844,6969301.0,439.45208740234375
2011-02-28,492.48175048828125,475.4927978515625,480.544921875,477.59783935546875,10377944.0,438.54248046875
2011-03-01,491.68927001953125,479.0589904785156,482.2784729003906,489.7823486328125,5825263.0,449.7306213378906
2011-03-03,487.87542724609375,479.5047607421875,483.0214538574219,484.1111145019531,9007869.0,444.5230712890625
2011-03-04,492.72943115234375,484.45782470703125,487.7020568847656,486.48858642578125,7116308.0,446.7061767578125
2011-03-07,487.0334167480469,477.4740295410156,482.4765930175781,483.937744140625,5455539.0,444.36395263671875
2011-03-08,491.5406799316406,484.4082946777344,484.4082946777344,487.8506774902344,5564621.0,447.9569091796875
2011-03-09,497.4843444824219,479.5047607421875,489.70806884765625,492.2588806152344,14986402.0,452.004638671875
2011-03-10,491.8378601074219,486.3895263671875,491.68927001953125,487.7515869140625,4547537.0,447.865966796875
2011-03-11,492.7789611816406,481.5107727050781,484.8045349121094,491.3673400878906,6922700.0,451.1860046386719
2011-03-14,505.58258056640625,491.4664001464844,491.8131103515625,504.39385986328125,13296395.0,463.1473083496094
2011-03-15,519.8721313476562,489.80712890625,494.2896423339844,513.755126953125,26050461.0,471.7430114746094
2011-03-16,522.5467529296875,514.1761474609375,517.59375,518.6338500976562,9509259.0,476.2228088378906
2011-03-17,519.4758911132812,509.1735534667969,514.7705078125,510.5851745605469,5714194.0,468.8323059082031
2011-03-18,512.6406860351562,488.66790771484375,512.6406860351562,491.8378601074219,18691614.0,451.6180725097656
2011-03-21,495.30499267578125,485.9437255859375,494.83447265625,490.50054931640625,7174835.0,450.3901062011719
2011-03-22,497.73199462890625,491.4168701171875,491.8626403808594,495.13165283203125,4519732.0,454.6424560546875
2011-03-23,503.55181884765625,493.2247314453125,495.230712890625,501.8677978515625,5270322.0,460.8277587890625
2011-03-24,506.17694091796875,497.2119140625,503.18035888671875,500.4066467285156,5184456.0,459.4861145019531
2011-03-25,510.1393737792969,500.258056640625,507.1427917480469,508.4801025390625,7103608.0,466.8993835449219
2011-03-28,513.309326171875,502.38787841796875,508.3067626953125,508.0343322753906,8805198.0,466.49005126953125
2011-03-29,511.1547546386719,505.0129699707031,505.2110900878906,506.57318115234375,8354066.0,465.1483459472656
2011-03-30,513.8789672851562,507.2418518066406,508.9259033203125,511.40240478515625,5656801.0,469.58270263671875
2011-03-31,522.4972534179688,512.3930053710938,512.3930053710938,519.6244506835938,14538613.0,477.1324157714844
2011-04-01,527.9456176757812,510.6594543457031,519.5997314453125,513.3341064453125,8663538.0,471.3564758300781
2011-04-04,522.4476928710938,509.6688537597656,515.1171875,520.3922119140625,6051061.0,477.8373107910156
2011-04-05,524.5280151367188,515.1171875,521.3085327148438,518.9063110351562,4964260.0,476.4729919433594
2011-04-06,522.17529296875,515.1171875,517.59375,517.5194091796875,4191928.0,475.19952392578125
2011-04-07,518.8567504882812,512.690185546875,517.6184692382812,516.0582885742188,4690528.0,473.8578186035156
2011-04-08,520.5160522460938,505.5330505371094,516.1077880859375,507.1427917480469,5536031.0,465.6714172363281
2011-04-11,504.9386901855469,497.11285400390625,501.74395751953125,497.93011474609375,5213369.0,457.2121276855469
2011-04-13,507.19232177734375,493.6209716796875,496.2213134765625,506.1026611328125,8822291.0,464.71630859375
2011-04-15,507.61334228515625,497.7815246582031,504.5424499511719,505.681640625,6541425.0,464.32977294921875
2011-04-18,517.4451293945312,495.6021728515625,504.8148498535156,499.8370361328125,6827310.0,458.9630432128906
2011-04-19,503.9480895996094,494.6858825683594,497.6329345703125,501.0753173828125,5548593.0,460.1001281738281
2011-04-20,510.41180419921875,499.36651611328125,503.2298889160156,508.1333923339844,4760561.0,466.58099365234375
2011-04-21,517.197509765625,510.1641540527344,512.5416259765625,515.4143676757812,6892223.0,473.2666015625
2011-04-25,505.7064208984375,497.8558349609375,502.2392578125,499.93609619140625,8371144.0,459.0540466308594
2011-04-26,499.76275634765625,494.09149169921875,499.76275634765625,495.8746032714844,8146584.0,455.3247375488281
2011-04-27,499.8122863769531,485.44842529296875,497.7815246582031,488.4202575683594,11403773.0,448.4799499511719
2011-04-28,491.8378601074219,480.44586181640625,491.3425598144531,481.63458251953125,16481230.0,442.2491149902344
2011-04-29,489.361328125,481.0897521972656,482.92236328125,487.25628662109375,6893126.0,447.4111633300781
2011-05-02,488.7669677734375,476.1366882324219,487.3305969238281,477.8454895019531,6280802.0,438.7698974609375
2011-05-03,479.1580505371094,466.1067810058594,478.01885986328125,467.5184020996094,10166156.0,429.2872619628906
2011-05-04,473.883056640625,465.5867004394531,468.063232421875,469.37579345703125,5384888.0,430.9927978515625
2011-05-05,477.2511291503906,467.3945617675781,468.063232421875,470.5149841308594,9037540.0,435.7171325683594
2011-05-06,475.4927978515625,470.093994140625,472.0256652832031,473.0410461425781,5960945.0,438.0563659667969
2011-05-09,478.4894104003906,471.2331848144531,475.4927978515625,475.1460876464844,3697955.0,440.0057373046875
2011-05-10,477.42449951171875,468.8309631347656,475.1460876464844,470.9112243652344,3758167.0,436.0841064453125
2011-05-11,474.7003173828125,467.3202819824219,472.5209655761719,473.2391662597656,3782919.0,438.23980712890625
2011-05-12,472.8924560546875,466.0820007324219,471.28271484375,468.3108825683594,4254560.0,433.6760559082031
2011-05-13,476.4833984375,464.5713195800781,468.1870422363281,469.54913330078125,6417629.0,434.82269287109375
2011-05-16,471.2331848144531,466.35443115234375,470.5397644042969,468.063232421875,3234259.0,433.4466857910156
2011-05-17,468.95477294921875,454.3185119628906,468.3851623535156,456.0025634765625,8022731.0,422.2779846191406
2011-05-18,457.5875244140625,444.9572448730469,455.68060302734375,446.6908264160156,11452028.0,413.6549072265625
2011-05-19,456.67120361328125,448.127197265625,449.93505859375,453.45172119140625,8340495.0,419.91583251953125
2011-05-20,458.5533752441406,450.87615966796875,454.9128723144531,457.26556396484375,6402610.0,423.4476013183594
2011-05-23,456.67120361328125,447.40899658203125,455.185302734375,450.43035888671875,6847126.0,417.117919921875
2011-05-24,456.1263732910156,448.746337890625,448.746337890625,453.5755615234375,5126067.0,420.0304870605469
2011-05-25,452.75830078125,446.2698059082031,452.75830078125,448.746337890625,6051311.0,415.5584411621094
2011-05-26,464.0264892578125,451.27239990234375,452.0153503417969,462.54058837890625,13845822.0,428.3324890136719
2011-05-27,471.97613525390625,462.6643981933594,462.6643981933594,468.2861022949219,6984579.0,433.653076171875
2011-05-30,472.0256652832031,462.73870849609375,470.0196838378906,465.01708984375,3490998.0,430.6258239746094
2011-05-31,473.4620666503906,464.2493896484375,468.063232421875,471.4560546875,6499455.0,436.5886535644531
2011-06-01,474.8241271972656,467.3945617675781,471.5303649902344,468.95477294921875,3711757.0,434.2723693847656
2011-06-02,472.86767578125,463.8778991699219,463.8778991699219,471.059814453125,4346741.0,436.2216491699219
2011-06-03,478.9599304199219,461.3766174316406,475.7404479980469,462.91204833984375,8819371.0,428.67645263671875
2011-06-06,465.9829406738281,459.71734619140625,462.93682861328125,464.4722595214844,2838132.0,430.121337890625
2011-06-07,475.4927978515625,462.3919982910156,462.3919982910156,474.6260070800781,8128161.0,439.52410888671875
2011-06-08,473.48681640625,467.54315185546875,473.1401062011719,470.1435241699219,6555633.0,435.37310791015625
2011-06-09,474.4278869628906,469.0538330078125,469.3014831542969,472.5209655761719,4223700.0,437.57470703125
2011-06-10,473.5115966796875,461.6490173339844,473.0657958984375,467.8155822753906,5108238.0,433.21734619140625
2011-06-13,467.1964416503906,456.1759033203125,467.1964416503906,458.4543151855469,5964135.0,424.5484313964844
2011-06-14,461.50042724609375,450.7275390625,458.30572509765625,451.3962097167969,8753313.0,418.0123291015625
2011-06-15,455.1357727050781,445.0810852050781,451.7181701660156,446.04693603515625,9302320.0,413.0586853027344
2011-06-16,446.2698059082031,437.8991394042969,446.2698059082031,439.60797119140625,11523259.0,407.09588623046875
2011-06-17,442.4559631347656,428.53790283203125,441.4653625488281,430.2962341308594,10166701.0,398.4728698730469
2011-06-20,433.3918762207031,410.1620788574219,433.3918762207031,412.712890625,13983460.0,382.1899108886719
2011-06-21,423.48577880859375,414.7188720703125,416.0066833496094,420.340576171875,8036440.0,389.2534484863281
2011-06-22,425.0459899902344,413.1586608886719,422.66851806640625,418.9289855957031,9279653.0,387.9463195800781
2011-06-23,432.252685546875,418.978515625,419.3004455566406,431.1629943847656,9559447.0,399.2755126953125
2011-06-24,435.7198181152344,423.782958984375,432.9708557128906,431.6087951660156,14615848.0,399.68829345703125
2011-06-27,436.75994873046875,426.8786315917969,429.2808532714844,431.6830749511719,6622232.0,399.7571105957031
2011-06-28,435.3235778808594,426.9529113769531,435.3235778808594,431.4601745605469,4716364.0,399.55072021484375
2011-06-29,439.8308410644531,431.95550537109375,433.73858642578125,438.46875,5736737.0,406.0409240722656
2011-06-30,446.7651062011719,439.3355407714844,440.17755126953125,445.03155517578125,10035182.0,412.1183776855469
